Taxa,name,cooccurrence_g1,cooccurrence_g2,cor_g1,cor_g2,diff_cor,p,sign
data1 - s__Absicoccus_porci,data2 - HMDB0038665,94,65,0.04626480830256,0.303140837602678,0.256876029300118,0.105359675456214,g2+
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0010341,149,82,0.130316601730102,-0.34054447813046,0.470861079860562,0.000505169664799743,g2-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0029233,149,82,-0.309981458502514,-0.190428689767057,0.119552768735457,0.360396747273545,g1-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0030580,149,82,-0.300726979415413,-0.20106799008951,0.0996589893259029,0.445866471770328,g1-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0033608,149,82,0.0619779863453483,-0.381465953162754,0.443443939508102,0.000897195581871735,g2-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0033724,149,82,-0.0508438948478301,-0.329450376212834,0.278606481365004,0.0369958574022242,g2-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0033970,149,82,-0.310239890166911,-0.180594884923182,0.129645005243729,0.322382202011123,g1-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0034496,149,82,-0.0418385679673266,-0.308182149175118,0.266343581207792,0.0476013581025496,g2-
data1 - s__Agathobaculum_butyriciproducens,data2 - HMDB0001008,151,82,-0.0753245365160709,-0.302554822613946,0.227230286097875,0.0891471734023028,g2-
data1 - s__Agathobaculum_sp._M2,data2 - HMDB0245965,143,79,0.0662653634265948,-0.306888290023783,0.373153653450378,0.00711579685179919,g2-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0000107,129,65,-0.114901203947454,0.307021030020309,0.421922233967763,0.00528664360340891,g2+
data1 - s__Akkermansia_muciniphila,data2 - HMDB0000826,129,65,-0.321844955518123,-0.0739647359579519,0.247880219560171,0.0942383218384841,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0029233,129,65,-0.343636475834239,-0.108614133961237,0.235022341873002,0.108237257394872,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0030060,129,65,-0.370011439847105,-0.106873770005051,0.263137669842054,0.0699304326502261,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0030580,129,65,-0.347765274827771,-0.100598758149434,0.247166516678337,0.0912894386998391,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0030930,129,65,-0.313727433207648,-0.0744725889184817,0.239254844289166,0.106971779005387,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0033970,129,65,-0.361409754751857,-0.10348370465248,0.257926050099377,0.0766523854801806,g1-
data1 - s__Alistipes_ihumii,data2 - HMDB0001091,108,61,-0.034233885027972,0.306962967917484,0.341196852945456,0.0317031044035081,g2+
data1 - s__Alistipes_ihumii,data2 - HMDB0255228,108,61,0.0813072924381272,0.329786789697603,0.248479497259476,0.110495462203573,g2+
data1 - s__Alistipes_indistinctus,data2 - HMDB0002350,99,44,-0.0242089560033839,-0.330734352951358,0.306525396947974,0.0868594143052894,g2-
data1 - s__Alistipes_indistinctus,data2 - HMDB0011563,99,44,-0.0166246255383809,-0.312727666355895,0.296103040817514,0.0999272487794722,g2-
data1 - s__Alistipes_indistinctus,data2 - HMDB0031923,99,44,-0.0163769568103733,-0.313056151462347,0.296679194651974,0.0992529667149704,g2-
data1 - s__Alistipes_indistinctus,data2 - HMDB0059633,99,44,-0.0417037208192634,-0.308073367055711,0.266369646236448,0.138060321915948,g2-
data1 - s__Alistipes_indistinctus,data2 - HMDB0072845,99,44,-0.0411889980245431,-0.348507687065799,0.307318689041255,0.0838484178019629,g2-
data1 - s__Alistipes_indistinctus,data2 - HMDB0256086,99,44,0.0350819364319567,0.301107053605325,0.266025117173369,0.139557687910244,g2+
data1 - s__Alistipes_onderdonkii,data2 - HMDB0000323,129,67,-0.065541738239203,0.424296372817481,0.489838111056683,0.000729440209021215,g2+
data1 - s__Alistipes_onderdonkii,data2 - HMDB0034244,129,67,-0.304874501259645,-0.231190711322041,0.0736837899376043,0.604794329820387,g1-
data1 - s__Alistipes_putredinis,data2 - HMDB0062602,126,61,-0.0448177597752801,0.309685586871599,0.354503346646879,0.0219179661029962,g2+
data1 - s__Alistipes_putredinis,data2 - HMDB0249592,126,61,0.157339370886722,0.323882916562708,0.166543545675986,0.26560506812606,g2+
data1 - s__Alistipes_putredinis,data2 - HMDB0303808,126,61,-0.0469822169546651,0.363118955092949,0.410101172047614,0.00727854932733418,g2+
data1 - s__Allisonella_histaminiformans,data2 - HMDB0001218,94,58,0.022419578189161,-0.302131997313429,0.32455157550259,0.0503184119354592,g2-
data1 - s__Allisonella_histaminiformans,data2 - HMDB0001406,94,58,-0.0643777683726945,0.305126552083214,0.369504320455909,0.0262343269435823,g2+
data1 - s__Allisonella_histaminiformans,data2 - HMDB0006753,94,58,-0.13719646411661,-0.358353720100881,0.221157255984271,0.165376779247539,g2-
data1 - s__Allisonella_histaminiformans,data2 - HMDB0028830,94,58,0.0347128886854586,0.416011206871015,0.381298318185557,0.0168665045844447,g2+
data1 - s__Allisonella_histaminiformans,data2 - HMDB0030352,94,58,0.0517706165983021,0.367618878182007,0.315848261583704,0.0506200367573217,g2+
data1 - s__Allisonella_histaminiformans,data2 - HMDB0030930,94,58,-0.0469096482043285,-0.329806617826914,0.282896969622585,0.0834292848898475,g2-
data1 - s__Allisonella_histaminiformans,data2 - HMDB0041082,94,58,-0.0124928348707604,0.310445683844952,0.322938518715712,0.0508404188591662,g2+
data1 - s__Allisonella_histaminiformans,data2 - HMDB0240689,94,58,-0.129857100792514,0.319138782387266,0.44899588317978,0.00691727869460301,g2+
data1 - s__Allisonella_histaminiformans,data2 - HMDB0253367,94,58,0.0345700526105155,0.309962730309977,0.275392677699462,0.0941190724390846,g2+
data1 - s__Anaerobutyricum_hallii,data2 - HMDB0004058,151,82,0.0523514025745272,-0.303776824067642,0.356128226642169,0.00860788152978209,g2-
data1 - s__Anaerobutyricum_hallii,data2 - HMDB0253472,151,82,-0.370997620440283,-0.196599829429151,0.174397791011132,0.171824107226843,g1-
data1 - s__Anaerobutyricum_soehngenii,data2 - HMDB0000197,151,82,-0.145558194815537,0.32086020131312,0.466418396128657,0.000583511869087783,g2+
data1 - s__Anaerobutyricum_soehngenii,data2 - HMDB0000715,151,82,0.12861232740466,0.316068839396575,0.187456511991915,0.155429093625154,g2+
data1 - s__Anaerobutyricum_soehngenii,data2 - HMDB0010362,151,82,0.0278930841995853,0.322348825920286,0.294455741720701,0.0278971933146321,g2+
data1 - s__Anaerobutyricum_soehngenii,data2 - HMDB0029233,151,82,0.0826194016808516,0.329546571542321,0.246927169861469,0.0625377613510294,g2+
data1 - s__Anaerobutyricum_soehngenii,data2 - HMDB0030060,151,82,0.0890766416761861,0.314329319443547,0.225252677767361,0.0902778325336717,g2+
data1 - s__Anaerobutyricum_soehngenii,data2 - HMDB0030580,151,82,0.0857908323479044,0.336470159757298,0.250679327409394,0.0580357802561451,g2+
data1 - s__Anaerobutyricum_soehngenii,data2 - HMDB0033970,151,82,0.137327744221259,0.330450240427891,0.193122496206632,0.140967335656778,g2+
data1 - s__Anaerobutyricum_soehngenii,data2 - HMDB0041692,151,82,0.0834750068375296,0.344016989887899,0.260541983050369,0.0484475712493839,g2+
data1 - s__Anaerobutyricum_soehngenii,data2 - HMDB0061115,151,82,0.0864170093692351,-0.315984189500875,0.40240119887011,0.00297940544992481,g2-
data1 - s__Anaerobutyricum_soehngenii,data2 - HMDB0094687,151,82,-0.0819167637263488,-0.389535755658763,0.307618991932414,0.0181638618162501,g2-
data1 - s__Anaerobutyricum_soehngenii,data2 - HMDB0251418,151,82,0.0491409667838721,0.3580176123701,0.308876645586228,0.0195148783088224,g2+
data1 - s__Anaeromassilibacillus_sp._An200,data2 - HMDB0013687,148,80,0.100386950524254,0.335610859548357,0.235223909024103,0.0781247222241217,g2+
data1 - s__Anaeromassilibacillus_sp._An200,data2 - HMDB0030352,148,80,0.0452362506460996,-0.345247816303442,0.390484066949542,0.00404896333969695,g2-
data1 - s__Anaeromassilibacillus_sp._An200,data2 - HMDB0257271,148,80,0.0936118829910878,0.41952891757697,0.325917034585882,0.0122437586489224,g2+
data1 - s__Anaeromassilibacillus_sp._An200,data2 - HMDB0304521,148,80,0.273025369844646,0.46684071805724,0.193815348212594,0.10916118470043,g2+
data1 - s__Anaerostipes_hadrus,data2 - HMDB0000201,151,82,-0.109766014294285,-0.315191243730586,0.205425229436301,0.120942811429663,g2-
data1 - s__Anaerostipes_hadrus,data2 - HMDB0000824,151,82,-0.00174619174382431,-0.375802312338805,0.374056120594981,0.0047506127662742,g2-
data1 - s__Anaerostipes_hadrus,data2 - HMDB0006469,151,82,-0.0699230083773021,-0.307095621035557,0.237172612658255,0.0759289660318987,g2-
data1 - s__Anaerostipes_hadrus,data2 - HMDB0010362,151,82,-0.358621903399812,-0.375986506255628,0.0173646028558159,0.885449604905521,g2-
data1 - s__Anaerostipes_hadrus,data2 - HMDB0011658,151,82,-0.383297695189493,-0.466860523441535,0.0835628282520419,0.463583669507442,g2-
data1 - s__Anaerostipes_hadrus,data2 - HMDB0028830,151,82,0.0270742405959406,-0.333638867986685,0.360713108582625,0.00727222416525852,g2-
data1 - s__Anaerostipes_hadrus,data2 - HMDB0240259,151,82,-0.352555790706594,-0.268746952418153,0.0838088382884403,0.505192334647064,g1-
data1 - s__Anaerotardibacter_sp._CLA_AA_M13,data2 - HMDB0000756,140,80,0.160120255401238,-0.317329309909541,0.477449565310779,0.000578316922474231,g2-
data1 - s__Anaerotardibacter_sp._CLA_AA_M13,data2 - HMDB0000875,140,80,0.356962125921648,0.550413164295164,0.193451038373515,0.0846766593458033,g2+
data1 - s__Anaerotardibacter_sp._CLA_AA_M13,data2 - HMDB0001119,140,80,0.251148005229796,0.452000736534742,0.200852731304947,0.105477316766939,g2+
data1 - s__Anaerotardibacter_sp._CLA_AA_M13,data2 - HMDB0001860,140,80,0.331170693889184,0.132422068030065,0.198748625859118,0.138607467441076,g1+
data1 - s__Anaerotardibacter_sp._CLA_AA_M13,data2 - HMDB0003099,140,80,0.351952721731363,0.203393383325504,0.148559338405859,0.257132091423988,g1+
data1 - s__Anaerotardibacter_sp._CLA_AA_M13,data2 - HMDB0003422,140,80,0.294751105382945,0.455991282242576,0.16124017685963,0.18573684811518,g2+
