Taxa,name,cooccurrence_g1,cooccurrence_g2,cor_g1,cor_g2,diff_cor,p,sign
s__Abiotrophia_defectiva,s__Abiotrophia_sp._HMSC24B09,83,41,0.811033140254699,0.736873855812264,0.0741592844424345,0.343998567524866,g1+
s__Abiotrophia_defectiva,s__Gemella_morbillorum,83,45,0.392358188316488,0.107923441950223,0.284434746366265,0.108026646775455,g1+
s__Abiotrophia_defectiva,s__Leptotrichia_sp._oral_taxon_221,64,30,-0.125798429165956,0.347517579253796,0.473316008419752,0.0343551644580589,g2+
s__Abiotrophia_defectiva,s__Neisseria_sicca,84,44,0.187118910034458,0.363425086221429,0.176306176186971,0.31778912660613,g2+
s__Abiotrophia_defectiva,s__Neisseria_sp._HMSC071A01,78,42,0.0147622816085327,0.338674658628212,0.323912377019679,0.087037146129493,g2+
s__Abiotrophia_defectiva,s__Streptococcus_sp._HMSC056C01,84,45,-0.0444517401169517,-0.322074128722197,0.277622388605245,0.12790698363477,g2-
s__Abiotrophia_sp._HMSC24B09,s__Campylobacter_concisus,78,40,-0.151503524647238,0.405925364321542,0.557428888968781,0.00368477437744086,g2+
s__Abiotrophia_sp._HMSC24B09,s__Gemella_haemolysans,94,47,0.335904146829483,0.184159969496015,0.151744177333468,0.374163745550326,g1+
s__Abiotrophia_sp._HMSC24B09,s__Gemella_morbillorum,91,47,0.50314699234198,0.190009011598445,0.313137980743535,0.0504562049136232,g1+
s__Abiotrophia_sp._HMSC24B09,s__Gemella_sanguinis,94,47,0.303665492819168,0.0875425473839232,0.216122945435245,0.218834246865412,g1+
s__Abiotrophia_sp._HMSC24B09,s__Lautropia_mirabilis,79,38,0.225157233048873,0.426995601644789,0.201838368595916,0.26618498614489,g2+
s__Abiotrophia_sp._HMSC24B09,s__Leptotrichia_sp._oral_taxon_221,69,33,-0.144763057697479,0.320927342169987,0.465690399867467,0.029784099725978,g2+
s__Abiotrophia_sp._HMSC24B09,s__Neisseria_sp._HMSC071A01,86,45,-0.0383948104760841,0.315127884472996,0.35352269494908,0.0541490390574051,g2+
s__Abiotrophia_sp._HMSC24B09,s__Streptococcus_parasanguinis,94,47,-0.0211094882813542,-0.312936985639351,0.291827497357997,0.0992636981535004,g2-
s__Actinomyces_bouchesdurhonensis,s__Actinomyces_graevenitzii,131,70,0.547068407146658,0.555039526040689,0.0079711188940309,0.939486057350994,g2+
s__Actinomyces_bouchesdurhonensis,s__Actinomyces_sp._ICM47,134,73,0.596486534886705,0.566161551841307,0.0303249830453983,0.756951697488595,g1+
s__Actinomyces_bouchesdurhonensis,s__Actinomyces_sp._ICM58,132,71,0.735490619252674,0.489814543082534,0.245676076170139,0.00691341389215605,g1+
s__Actinomyces_bouchesdurhonensis,s__Actinomyces_sp._oral_taxon_172,125,68,0.704265444233751,0.478569360143358,0.225696084090393,0.0209393980442936,g1+
s__Actinomyces_bouchesdurhonensis,s__Actinomyces_sp._S6_Spd3,97,61,0.413140836658715,0.372136055586309,0.0410047810724065,0.771493470294561,g1+
s__Actinomyces_bouchesdurhonensis,s__Candidatus_Nanosynbacter_sp._HMT_352,98,57,0.490618866667528,0.261699321293127,0.228919545374401,0.114549557320436,g1+
s__Actinomyces_bouchesdurhonensis,s__Candidatus_Nanosynbacter_sp._TM7_008,91,54,0.374831428385871,0.234385742977127,0.140445685408745,0.377817611556438,g1+
s__Actinomyces_bouchesdurhonensis,s__Candidatus_Nanosynbacter_sp._TM7_053,94,55,0.54736779198526,0.216743050400484,0.330624741584776,0.023289323210431,g1+
s__Actinomyces_bouchesdurhonensis,s__Candidatus_Nanosynbacter_sp._TM7_057,93,54,0.508593781860836,0.15850736646424,0.350086415396597,0.0221501129085859,g1+
s__Actinomyces_bouchesdurhonensis,s__Candidatus_Nanosynbacter_sp._TM7_075,96,50,0.524328268560323,0.146882488268553,0.377445780291771,0.0152279322185329,g1+
s__Actinomyces_bouchesdurhonensis,s__Candidatus_Nanosynbacter_sp._TM7_076,91,56,0.443813166188584,0.300682114821268,0.143131051367316,0.337684837176459,g1+
s__Actinomyces_bouchesdurhonensis,s__Candidatus_Nanosynbacter_sp._TM7_087,91,54,0.462743855365598,0.179097140237022,0.283646715128576,0.0692356059952925,g1+
s__Actinomyces_bouchesdurhonensis,s__Haemophilus_parainfluenzae,134,72,-0.267444376800925,-0.329492535029741,0.0620481582288163,0.646844100772401,g2-
s__Actinomyces_bouchesdurhonensis,s__Haemophilus_sp._Marseille_Q0026,96,46,-0.16962845539614,-0.312028816802598,0.142400361406458,0.411326481135983,g2-
s__Actinomyces_bouchesdurhonensis,s__Lachnoanaerobaculum_orale,89,51,0.324915548786354,0.27818655369667,0.0467289950896838,0.775349882442922,g1+
s__Actinomyces_bouchesdurhonensis,s__Lachnoanaerobaculum_saburreum,113,58,0.42538477638132,0.12285905535273,0.30252572102859,0.0451897819720017,g1+
s__Actinomyces_bouchesdurhonensis,s__Lancefieldella_parvula,111,67,0.411742225014353,0.402648517950987,0.00909370706336582,0.94490482690378,g1+
s__Actinomyces_bouchesdurhonensis,s__Leptotrichia_sp._oral_taxon_221,99,52,0.316689403346918,0.124931530539362,0.191757872807556,0.249043013341933,g1+
s__Actinomyces_bouchesdurhonensis,s__Leptotrichia_wadei,115,63,0.319481002530823,0.212082207412211,0.107398795118611,0.469491147660852,g1+
s__Actinomyces_bouchesdurhonensis,s__Mogibacterium_diversum,84,47,0.378018409363329,0.169944592246987,0.208073817116342,0.227243385526072,g1+
s__Actinomyces_bouchesdurhonensis,s__Neisseria_flavescens,121,66,-0.30065816995364,-0.202999152174251,0.097659017779389,0.503513721930705,g1-
s__Actinomyces_bouchesdurhonensis,s__Neisseria_meningitidis,127,69,-0.364240110495864,-0.250508603768844,0.11373150672702,0.408973435295858,g1-
s__Actinomyces_bouchesdurhonensis,s__Neisseria_mucosa,128,68,-0.363348225527094,-0.375054345464773,0.0117061199376786,0.929372985150647,g2-
s__Actinomyces_bouchesdurhonensis,s__Neisseria_sicca,128,67,-0.415735583606177,-0.264268615491162,0.151466968115014,0.263588992357432,g1-
s__Actinomyces_bouchesdurhonensis,s__Neisseria_subflava,123,66,-0.307605387729849,-0.201781057443084,0.105824330286765,0.466437393459369,g1-
s__Actinomyces_bouchesdurhonensis,s__Prevotella_histicola,125,72,0.351264568701586,0.384588209746861,0.0333236410452749,0.798021154349434,g2+
s__Actinomyces_bouchesdurhonensis,s__Prevotella_jejuni,119,66,0.40260993417945,0.406448335449409,0.00383840126995916,0.976605659016834,g2+
s__Actinomyces_bouchesdurhonensis,s__Prevotella_melaninogenica,133,71,0.319437878302975,0.232086698980618,0.0873511793223573,0.527204086996197,g1+
s__Actinomyces_bouchesdurhonensis,s__Prevotella_pallens,122,67,0.472797439339686,0.321146385091347,0.151651054248339,0.243615529529785,g1+
s__Actinomyces_bouchesdurhonensis,s__Prevotella_salivae,121,67,0.393766709172125,0.304323244932269,0.0894434642398558,0.511263754061895,g1+
s__Actinomyces_bouchesdurhonensis,s__Prevotella_sp._oral_taxon_306,101,64,0.317272240303183,0.299262575735726,0.0180096645674566,0.902874799508218,g1+
s__Actinomyces_bouchesdurhonensis,s__Prevotella_vespertina,106,61,0.335958267195773,0.239424877117321,0.0965333900784515,0.520984878953602,g1+
s__Actinomyces_bouchesdurhonensis,s__Schaalia_odontolytica,134,73,0.515861849266383,0.409903510653695,0.105958338612688,0.361178127386836,g1+
s__Actinomyces_bouchesdurhonensis,s__Schaalia_sp._ORNL0103,130,70,0.339110872974839,0.179323423320556,0.159787449654283,0.255197774101918,g1+
s__Actinomyces_bouchesdurhonensis,s__Solobacterium_moorei,92,58,0.303353016795864,0.307276702101222,0.00392368530535853,0.979872916862066,g2+
s__Actinomyces_bouchesdurhonensis,s__Streptococcus_oralis,136,73,-0.339006035877651,-0.350768725783638,0.0117626899059876,0.927957461682829,g2-
s__Actinomyces_bouchesdurhonensis,s__Streptococcus_pneumoniae,136,73,-0.247301036271062,-0.360766134091943,0.113465097820881,0.396393634603675,g2-
s__Actinomyces_bouchesdurhonensis,s__Streptococcus_sp._A12,128,69,-0.316292883231751,-0.0524693742995932,0.263823508932158,0.0707022388843177,g1-
s__Actinomyces_bouchesdurhonensis,s__Streptococcus_sp._Marseille_Q4154,133,71,-0.198442737785119,-0.304180395224821,0.105737657439703,0.450187247703145,g2-
s__Actinomyces_bouchesdurhonensis,s__Streptococcus_sp._oral_taxon_431,135,73,-0.157561252483875,-0.30666170128552,0.149100448801644,0.285334309755779,g2-
s__Actinomyces_bouchesdurhonensis,s__Veillonella_atypica,134,72,0.395144275848346,0.295541606968216,0.0996026688801296,0.446432354194737,g1+
s__Actinomyces_bouchesdurhonensis,s__Veillonella_parvula,134,71,0.052914522161429,0.319989486056989,0.26707496389556,0.062255386137305,g2+
s__Actinomyces_bouchesdurhonensis,s__Veillonella_tobetsuensis,134,70,0.370453440148975,0.288830804771464,0.0816226353775111,0.541691696081293,g1+
s__Actinomyces_graevenitzii,s__Actinomyces_sp._ICM47,131,70,0.493551170972573,0.488735704250519,0.00481546672205374,0.966429095675102,g1+
s__Actinomyces_graevenitzii,s__Actinomyces_sp._ICM58,129,69,0.582331440040059,0.449082159219388,0.133249280820671,0.229893247689242,g1+
s__Actinomyces_graevenitzii,s__Actinomyces_sp._oral_taxon_172,125,67,0.504940185271917,0.448197743405849,0.0567424418660685,0.634051178213461,g1+
s__Actinomyces_graevenitzii,s__Actinomyces_sp._oral_taxon_181,94,53,0.293525922870123,0.367187398581008,0.0736614757108844,0.638311773793353,g2+
s__Actinomyces_graevenitzii,s__Actinomyces_sp._ph3,84,51,0.351503795073067,0.24806854156192,0.103435253511147,0.532113591293559,g1+
s__Actinomyces_graevenitzii,s__Actinomyces_sp._S6_Spd3,96,61,0.298447184377548,0.448782585902671,0.150335401525124,0.29459636874416,g2+
s__Actinomyces_graevenitzii,s__Aggregatibacter_segnis,121,54,-0.133109100318198,-0.346922903550759,0.213813803232561,0.173581826247166,g2-
s__Actinomyces_graevenitzii,s__Alloprevotella_sp._oral_taxon_473,100,52,-0.0415322895864274,-0.309739951991824,0.268207662405396,0.111793768264976,g2-
s__Actinomyces_graevenitzii,s__Candidatus_Nanosynbacter_sp._HMT_352,97,56,0.409859588131905,0.13566051047899,0.274199077652914,0.0818037562779204,g1+
s__Actinomyces_graevenitzii,s__Candidatus_Nanosynbacter_sp._TM7_008,90,53,0.365638805452433,0.202831507936291,0.162807297516143,0.31668493901966,g1+
s__Actinomyces_graevenitzii,s__Candidatus_Nanosynbacter_sp._TM7_053,94,54,0.48899443462813,0.16835081079377,0.32064362383436,0.0370372775921539,g1+
s__Actinomyces_graevenitzii,s__Candidatus_Nanosynbacter_sp._TM7_075,94,50,0.49631490849223,0.0683412670489161,0.427973641443314,0.00805620409010599,g1+
s__Actinomyces_graevenitzii,s__Candidatus_Nanosynbacter_sp._TM7_076,90,56,0.452637108265035,0.238516799627226,0.214120308637809,0.160032534210269,g1+
s__Actinomyces_graevenitzii,s__Candidatus_Nanosynbacter_sp._TM7_087,90,54,0.310353545358287,0.155279649731989,0.155073895626297,0.351263220573099,g1+
s__Actinomyces_graevenitzii,s__Haemophilus_haemolyticus,130,70,-0.332895884819247,-0.295023428464776,0.0378724563544703,0.780782185101556,g1-
s__Actinomyces_graevenitzii,s__Haemophilus_influenzae,130,69,-0.329370787565523,-0.288312535087071,0.0410582524784511,0.764805684257693,g1-
s__Actinomyces_graevenitzii,s__Haemophilus_parainfluenzae,135,70,-0.306539363659622,-0.261463834958505,0.0450755287011167,0.743712650813973,g1-
s__Actinomyces_graevenitzii,s__Haemophilus_paraphrohaemolyticus,111,51,-0.294714505352587,-0.3056392482265,0.0109247428739123,0.944818851375102,g2-
s__Actinomyces_graevenitzii,s__Haemophilus_sputorum,126,68,-0.258254274975308,-0.311866544927475,0.0536122699521668,0.703444013196775,g2-
s__Actinomyces_graevenitzii,s__Lancefieldella_parvula,111,66,0.47265087988816,0.526068656200243,0.0534177763120829,0.653272949115918,g2+
s__Actinomyces_graevenitzii,s__Megasphaera_micronuciformis,93,50,0.326289561246745,0.338234995823378,0.0119454345766326,0.940521209239879,g2+
s__Actinomyces_graevenitzii,s__Neisseria_flavescens,120,64,-0.288625888383088,-0.351627479512133,0.0630015911290457,0.656520291034656,g2-
s__Actinomyces_graevenitzii,s__Neisseria_meningitidis,127,67,-0.324386533094268,-0.372132366064483,0.047745832970215,0.723978571312822,g2-
s__Actinomyces_graevenitzii,s__Neisseria_mucosa,129,66,-0.225566339825194,-0.324064287314022,0.0984979474888283,0.489382785605436,g2-
