var1	var2	cor	p	num_obs	adjp
cd163	gut s__Collinsella_aerofaciens	-0.0657160040732919	0.420751656129717	152	0.995755047898408
cd163	gut s__Blautia_wexlerae	0.0210806525468326	0.796356309310668	152	0.995755047898408
cd163	gut s__Faecalibacterium_prausnitzii	0.00920933029886754	0.910252914544862	152	0.99838459389747
cd163	gut s__Prevotella_copri	0.0643788336326544	0.446098421407834	142	0.995755047898408
cd163	gut s__Catenibacterium_mitsuokai	0.0451116310598937	0.596213521431438	140	0.995755047898408
cd163	gut s__Dorea_longicatena	-0.11510808575783	0.157755610408062	152	0.995755047898408
cd163	gut s__Mediterraneibacter_faecis	-0.0487359809730794	0.550599248824043	152	0.995755047898408
cd163	gut s__Fusicatenibacter_saccharivorans	-0.107033262939194	0.189145683457127	152	0.995755047898408
cd163	gut s__Holdemanella_biformis	0.066681770651795	0.415507860915308	151	0.995755047898408
cd163	gut s__Ruminococcus_bromii	-0.00352039037992332	0.96575679580796	151	0.99965264740941
cd163	gut s__Blautia_obeum	-0.00168125807311422	0.983596094490074	152	1
cd163	gut s__Extibacter_muris	0.0168604214080195	0.836484859070245	152	0.995755047898408
cd163	gut s__Gemmiger_formicilis	-0.0465626473663707	0.568526711599813	152	0.995755047898408
cd163	gut s__Holdemanella_porci	0.0336401387045678	0.69175604948123	141	0.995755047898408
cd163	gut s__Bifidobacterium_adolescentis	-0.125039384672412	0.194846248892949	109	0.995755047898408
cd163	gut s__Blautia_massiliensis	-0.131547577553154	0.107338542237657	151	0.995755047898408
cd163	gut s__Coprococcus_comes	-0.121146262617979	0.136969677133419	152	0.995755047898408
cd163	gut s__Anaerobutyricum_hallii	-0.0103780096911543	0.898919002057821	152	0.99838459389747
cd163	gut s__Anaerostipes_hadrus	0.0457835277715129	0.57502029232348	152	0.995755047898408
cd163	gut s__Dorea_formicigenerans	-0.0302250562127953	0.711344058327306	152	0.995755047898408
cd163	gut s__Roseburia_faecis	-0.0289470267019321	0.723040293472879	152	0.995755047898408
cd163	gut s__Subdoligranulum_sp._APC924_74	-0.0826002091321018	0.312937806270587	151	0.995755047898408
cd163	gut s__Methanobrevibacter_smithii	-0.0364376034658871	0.735634131309752	88	0.995755047898408
cd163	gut s__Oliverpabstia_intestinalis	0.0453607528755664	0.579828814341112	151	0.995755047898408
cd163	gut s__Bifidobacterium_longum	-0.136710457657416	0.104691989342751	142	0.995755047898408
cd163	gut s__Phocaeicola_vulgatus	-0.0100941094457999	0.901997773697586	151	0.99838459389747
cd163	gut s__Mogibacterium_kristiansenii	-0.0380473611537849	0.645794047995945	148	0.995755047898408
cd163	gut s__Cyclospora_cayetanensis	-0.00720685625243475	0.929713953185963	152	0.99838459389747
cd163	gut s__Eubacterium_coprostanoligenes	-0.0685071596069498	0.417433981623931	142	0.995755047898408
cd163	gut s__Roseburia_inulinivorans	-0.164621819449285	0.0434921579254444	151	0.995755047898408
cd163	gut s__Ruminococcus_torques	-0.0715662354171365	0.380526133472376	152	0.995755047898408
cd163	gut s__Ruminococcus_callidus	-0.142873208779249	0.0821826623001656	149	0.995755047898408
cd163	gut s__Paratractidigestivibacter_faecalis	0.0442101088947212	0.614289183867618	132	0.995755047898408
cd163	gut s__Bifidobacterium_catenulatum	0.0269736842105263	0.794940890532786	95	0.995755047898408
cd163	gut s__Blautia_faecis	0.0097116574060785	0.905378963138724	152	0.99838459389747
cd163	gut s__Blautia_glucerasea	0.0341001510398513	0.676299916490163	152	0.995755047898408
cd163	gut s__Blautia_luti	-0.0279423724875102	0.732280114092004	152	0.995755047898408
cd163	gut s__Slackia_isoflavoniconvertens	-0.0257166985199342	0.754487344142891	150	0.995755047898408
cd163	gut s__Romboutsia_timonensis	0.034905785494945	0.689623265502734	133	0.995755047898408
cd163	gut s__Blautia_faecicola	0.0490332766079593	0.548168548709195	152	0.995755047898408
cd163	gut s__Bacteroides_uniformis	0.0147295631475881	0.858818484367607	148	0.995755047898408
cd163	gut s__Ruminococcus_gnavus	0.0323813038634764	0.691763814792863	152	0.995755047898408
cd163	gut s__Anaerobutyricum_soehngenii	0.0258544686609395	0.7516048916273	152	0.995755047898408
cd163	gut s__Oscillibacter_sp._ER4	-0.0357855458526599	0.66554139788318	148	0.995755047898408
cd163	gut s__Prevotella_stercorea	0.0875424653900695	0.31592624571143	133	0.995755047898408
cd163	gut s__Prevotella_hominis	-0.0459165154264973	0.625583394236297	115	0.995755047898408
cd163	gut s__Roseburia_intestinalis	-0.0612360664028595	0.453164523649004	152	0.995755047898408
cd163	gut s__Ellagibacter_isourolithinifaciens	0.00767425063199711	0.927446079807176	143	0.99838459389747
cd163	gut s__Coprococcus_eutactus	0.04702055098791	0.564726612036612	152	0.995755047898408
cd163	gut s__Akkermansia_muciniphila	-0.0605936940966011	0.494653607502962	129	0.995755047898408
cd163	gut s__Blautia_sp._BIOML_A1	0.0971812080536913	0.23808252700716	149	0.995755047898408
cd163	gut s__Vescimonas_coprocola	0.00612408504705472	0.940454638152737	151	0.99838459389747
cd163	gut s__Eubacterium_ramulus	0.0533047656148552	0.513836729261716	152	0.995755047898408
cd163	gut s__Faecalibacterium_sp._HTFF	-0.048759901311518	0.550403480656919	152	0.995755047898408
cd163	gut s__Coprococcus_catus	-0.0395949944983221	0.627792612044713	152	0.995755047898408
cd163	gut s__Evtepia_gabavorous	-0.127676785634917	0.119392186026033	150	0.995755047898408
cd163	gut s__Dialister_succinatiphilus	-0.0130517210170816	0.893210105656995	108	0.99838459389747
cd163	gut s__Blautia_stercoris	0.159603332444864	0.0496056122258182	152	0.995755047898408
cd163	gut s__Lentihominibacter_faecis	-0.0085186476124085	0.917236721164847	151	0.99838459389747
cd163	gut s__Parolsenella_catena	0.075234794275492	0.396289393694554	129	0.995755047898408
cd163	gut s__Senegalimassilia_anaerobia	-0.0126294871891741	0.879196178776975	147	0.996921931082781
cd163	gut s__Collinsella_bouchesdurhonensis	-0.082357977653153	0.331187879920941	141	0.995755047898408
cd163	gut s__Escherichia_coli	0.0494911118856744	0.545781711803228	151	0.995755047898408
cd163	gut s__Lachnospira_eligens	0.080464601316302	0.32402607716101	152	0.995755047898408
cd163	gut s__Anthropogastromicrobium_aceti	0.0285918438480307	0.727180849722811	151	0.995755047898408
cd163	gut s__Ruminococcus_bicirculans	-0.121027601226721	0.140008934697236	150	0.995755047898408
cd163	gut s__Veillonella_parvula	0.0183528867380679	0.825778111787256	146	0.995755047898408
cd163	gut s__Ruminococcus_flavefaciens	0.0429725765589582	0.60118323853257	150	0.995755047898408
cd163	gut s__Prevotella_sp._885	0.062750490273426	0.514309273112218	110	0.995755047898408
cd163	gut s__Phascolarctobacterium_succinatutens	-0.0266538545871974	0.7695003582805	123	0.995755047898408
cd163	gut s__Oscillibacter_valericigenes	0.0250548459188485	0.759047759063417	152	0.995755047898408
cd163	gut s__Lachnoclostridium_sp._210928_DFI_6_3	0.0360977415771936	0.663888582106038	147	0.995755047898408
cd163	gut s__Ruminococcus_lactaris	0.170722872627615	0.0355853184943348	152	0.995755047898408
cd163	gut s__Ruminococcus_sp._NSJ_71	-0.0850261405782206	0.31923142194538	139	0.995755047898408
cd163	gut s__Ruthenibacterium_lactatiformans	-0.0294869429124037	0.71809108199929	152	0.995755047898408
cd163	gut s__Butyrivibrio_crossotus	0.0535579359082626	0.514667819919851	150	0.995755047898408
cd163	gut s__Flavonifractor_plautii	-0.0404390407260848	0.620474393622999	152	0.995755047898408
cd163	gut s__Prevotellamassilia_timonensis	-0.0678905297385178	0.458829622348111	121	0.995755047898408
cd163	gut s__Roseburia_sp._BX1005	0.160187672141007	0.0487686369318026	152	0.995755047898408
cd163	gut s__Olsenella_uli	0.0876939152801222	0.295569194827673	144	0.995755047898408
cd163	gut s__Gallintestinimicrobium_propionicum	0.0721157197629836	0.378469360486218	151	0.995755047898408
cd163	gut s__Roseburia_hominis	-0.0804851044635351	0.323902497050561	152	0.995755047898408
cd163	gut s__Ruminococcus_sp._BSD2780120874_150323_B10	0.116058803725732	0.181516909063986	134	0.995755047898408
cd163	gut s__Vescimonas_fastidiosa	0.040835215981987	0.622989362112375	147	0.995755047898408
cd163	gut s__Faecalicatena_fissicatena	-0.0187227906150261	0.818717640485599	152	0.995755047898408
cd163	gut s__Simiaoa_sunii	-0.204012334482133	0.0126938006909439	149	0.995755047898408
cd163	gut s__Ruminococcus_sp._FMBCY1	0.00992121086460709	0.919890961085771	105	0.99838459389747
cd163	gut s__Collinsella_sp._AM34_10	0.0521540002862459	0.546045398573371	136	0.995755047898408
cd163	gut s__Senegalimassilia_faecalis	-0.0114889243620301	0.892711333832459	140	0.99838459389747
cd163	gut s__Mediterraneibacter_sp._NSJ_151	-0.0376089229696758	0.646260681259683	151	0.995755047898408
cd163	gut s__Agathobaculum_butyriciproducens	0.0836835954318988	0.30499729929166	152	0.995755047898408
cd163	gut s__Anaerotardibacter_sp._CLA_AA_M13	0.0462862280063359	0.58532028506706	141	0.995755047898408
cd163	gut s__Phascolarctobacterium_sp._Marseille_Q4147	0.0310646572678658	0.735910082016557	120	0.995755047898408
cd163	gut s__Eggerthella_lenta	-0.043131787396032	0.597378009264049	152	0.995755047898408
cd163	gut s__Eubacterium_ventriosum	-0.0320355524573022	0.695859154741688	151	0.995755047898408
cd163	gut s__Alistipes_putredinis	-0.0303067585301837	0.73485221397944	127	0.995755047898408
cd163	gut s__Absicoccus_porci	0.0930029259834555	0.37197932467591	94	0.995755047898408
cd163	gut s__Oscillibacter_sp._MSJ_31	-0.00465265122894351	0.954900451292047	150	0.99838459389747
cd163	gut s__Bacteroides_caccae	0.00405078422488504	0.961267532077174	146	0.99965264740941
cd163	gut s__Intestinibacter_bartlettii	-0.0538438179954291	0.530057176990124	138	0.995755047898408
cd163	gut s__Bacteroides_ovatus	-0.00289112561404028	0.972163696583003	148	1
cd163	gut s__Blautia_schinkii	0.0246106110621314	0.763192327603625	152	0.995755047898408
cd163	gut s__Faecalibacillus_intestinalis	-0.0243098131688736	0.768289786070138	149	0.995755047898408
cd163	gut s__Holdemanella_sp._MSK_7_32	-0.0576384338419458	0.501439395245133	138	0.995755047898408
cd163	gut s__Pseudoflavonifractor_sp._MSJ_30	0.0899546880446148	0.27168555229139	151	0.995755047898408
cd163	gut s__Blautia_sp._MSK_20_85	-0.112954652810581	0.175947495379387	145	0.995755047898408
cd163	gut s__Bacteroides_fragilis	0.0529015370526042	0.51702953374133	152	0.995755047898408
cd163	gut s__Ruminococcus_sp._AF37_3AC	0.0522376272376272	0.585570744174344	111	0.995755047898408
cd163	gut s__Blautia_sp._MCC270	-0.0507514484301042	0.542526168183414	146	0.995755047898408
cd163	gut s__Klebsiella_pneumoniae	0.00839262160074905	0.918184309437035	152	0.99838459389747
cd163	gut s__Parabacteroides_merdae	-0.18071915919274	0.0286145177763369	147	0.995755047898408
cd163	gut s__Roseburia_sp._CLA_AA_H209	-0.115629139072848	0.157260751498992	151	0.995755047898408
cd163	gut s__Desulfovibrio_piger	-0.15017022872141	0.0932573257998669	126	0.995755047898408
cd163	gut s__Bacteroides_stercoris	0.0050677989316532	0.951213224399474	148	0.99838459389747
cd163	gut s__Blautia_sp._OF03_15BH	0.0406413384454514	0.619899113363376	151	0.995755047898408
cd163	gut s__Kineothrix_sp._MSJ_39	0.0654618333914256	0.424106006723893	151	0.995755047898408
cd163	gut s__Ruminococcus_sp._Marseille_P6503	-0.00592919217432253	0.944317405351878	141	0.99838459389747
cd163	gut s__Ruminococcus_sp._M6_2020	-0.000317183687696061	0.996929225257492	151	1
cd163	gut s__Blautia_sp._MSK20_18	-0.110857972066026	0.17812040823592	149	0.995755047898408
cd163	gut s__Blautia_sp._MCC283	-0.109012845015334	0.183996383549854	150	0.995755047898408
cd163	gut s__Collinsella_sp._TF05_9AC	-0.102294737846477	0.235678280856684	136	0.995755047898408
cd163	gut s__Mitsuokella_jalaludinii	-0.0409750956155134	0.64045886206023	132	0.995755047898408
cd163	gut s__Pseudoflavonifractor_phocaeensis	-0.00986201381912123	0.903920772482451	152	0.99838459389747
cd163	gut s__Faecalibacterium_sp._Marseille_Q4896	-0.0449211076047824	0.584777625192752	150	0.995755047898408
cd163	gut s__Brotomerdimonas_butyrica	-0.0310644917551891	0.705589582284198	150	0.995755047898408
cd163	gut s__Clostridium_sp._1001271B_151109_B4	0.0906579516953549	0.320201290852739	122	0.995755047898408
cd163	gut s__Adlercreutzia_equolifaciens	-0.148833281479177	0.0691507589491193	150	0.995755047898408
cd163	gut s__Blautia_sp._MSJ_36	-0.00291042174973858	0.971690230962817	151	1
cd163	gut s__Bacteroides_thetaiotaomicron	-0.00518245255344682	0.949769360255445	150	0.99838459389747
cd163	gut s__Blautia_sp._Marseille_P3087	0.0246950156849076	0.763174913540777	151	0.995755047898408
cd163	gut s__Megasphaera_elsdenii	-0.00743573538326605	0.934875965590373	123	0.99838459389747
cd163	gut s__Ruminococcus_sp._210702_SL_1_03	0.0193779849158932	0.81874351418629	142	0.995755047898408
cd163	gut s__Parabacteroides_distasonis	-0.0595991634715929	0.466840578889296	151	0.995755047898408
cd163	gut s__Clostridium_sp._BIOML_A1	0.0501073422069558	0.561926821170701	136	0.995755047898408
cd163	gut s__Fusicatenibacter_sp._CLA_AA_H277	-0.0303241547577553	0.711364477474228	151	0.995755047898408
cd163	gut s__Faecalibacillus_faecis	0.0768450285364414	0.366390836690826	140	0.995755047898408
