Feature	lfc_(Intercept)	lfc_statussc	lfc_age	lfc_loc2	lfc_loc3	lfc_loc4	lfc_abx_useyes	se_(Intercept)	se_statussc	se_age	se_loc2	se_loc3	se_loc4	se_abx_useyes	W_(Intercept)	W_statussc	W_age	W_loc2	W_loc3	W_loc4	W_abx_useyes	p_(Intercept)	p_statussc	p_age	p_loc2	p_loc3	p_loc4	p_abx_useyes	q_(Intercept)	q_statussc	q_age	q_loc2	q_loc3	q_loc4	q_abx_useyes	diff_(Intercept)	diff_statussc	diff_age	diff_loc2	diff_loc3	diff_loc4	diff_abx_useyes	passed_ss_(Intercept)	passed_ss_statussc	passed_ss_age	passed_ss_loc2	passed_ss_loc3	passed_ss_loc4	passed_ss_abx_useyes	Description	Ontology	Definition
GO_none	-0.0604385131288281	0.0695304927648358	-0.000790637529516167	0.0254282940028824	0.0570586866224585	0.0912884245408644	0.037211919930804	0.0893830916688836	0.0685700063008804	0.00200836761117621	0.0921679810968346	0.0948151504925172	0.0689478143595278	0.0582551892569786	-0.676173893746262	1.01400738479942	-0.393671718821001	0.275890756207045	0.601788704928138	1.32402202142104	0.638774337624287	0.499637250257167	0.311688077658707	0.694202968203562	0.782889780548205	0.547931645105097	0.186863517572752	0.523631191436467	0.75892280371689	0.999238560901743	0.995269718578933	0.913858282393644	0.772083469356456	0.379591799225169	0.914080769680004	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	none	none	none
GO:0005524	-0.0114988362254011	-0.00362748362937988	-0.00124805966680513	0.0768876905894781	0.0633557729478097	0.0469476744263852	0.0247620783787778	0.0754915541806998	0.0583554246135952	0.00163189320041286	0.0766436528838366	0.0798469228153928	0.0659883054317582	0.0524414637936359	-0.152319505806927	-0.0621618924615755	-0.764792491622229	1.00318405629767	0.793465430024012	0.711454463320568	0.472185110549543	0.879073909142748	0.95049009156435	0.44521099623447	0.316869188915968	0.428357779483563	0.477552928862	0.637260573490585	0.961869990242297	0.999238560901743	0.987779007011938	0.623153223875464	0.691533229811583	0.701382509760544	0.949492484638454	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	ATP binding	MF	Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.
GO:0016020	-0.0310515369186541	0.00813022323044866	-0.00110633644191598	0.127220066299056	0.0618834706264218	-0.00866070100049561	0.0504523935621847	0.0714161521202043	0.0555884429685652	0.00154976306519316	0.0712642752003913	0.0766815186449189	0.0593461669676844	0.0485875741880685	-0.434797115173464	0.146257437630448	-0.713874570096356	1.78518712133562	0.807019366856558	-0.14593530539574	1.03838058197551	0.66413396081295	0.883851486402988	0.476057987153196	0.0756023878468298	0.420522989328156	0.884105482704547	0.300227654567034	0.84917796969596	0.999238560901743	0.988255089073168	0.338677045318615	0.683395368804284	0.951314110547538	0.888063369711232	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	membrane	CC	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.
GO:0003677	-0.0245326682386643	0.0183614548229716	-0.00166562010641017	0.110028446886038	0.0688057193671463	0.0527969862177853	0.0464452116420803	0.0732443357165778	0.0577306182286949	0.00158595230650648	0.0767011956945289	0.0781966023657564	0.062196100907193	0.0511176957982536	-0.334942873037917	0.318054013387389	-1.05023341469781	1.43450758348329	0.879906764303067	0.848879358154094	0.908593607688926	0.737985871583235	0.750744300067835	0.294757887316415	0.152840987971515	0.379865616277995	0.396866975576106	0.364554434087929	0.893100890368622	0.999238560901743	0.959859573240999	0.444467022954361	0.652649961089472	0.627036458885817	0.89740441768609	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	DNA binding	MF	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).
GO:0016887	-0.0155805981997757	-0.00816785437661541	-0.00216229128891197	0.136839931023191	0.0954179958344319	0.0711732740061202	0.0539128069014468	0.0801622917922087	0.0630697496565565	0.00177012230783124	0.0814882074198483	0.0886828920980026	0.070558911690785	0.0565281522424204	-0.194363183130575	-0.129505102225601	-1.22154908694486	1.67926053788564	1.07594591896018	1.00870708321052	0.953733755001266	0.846070061261938	0.897075777364525	0.223179638748722	0.094514468611412	0.283124625107986	0.314218257870748	0.341260421332814	0.946173711230917	0.999238560901743	0.930907070958559	0.361310911575601	0.557633705485508	0.533744497758728	0.89740441768609	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	ATPase activity	MF	Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction.
GO:0055085	-0.026090522284567	0.0147635494126472	-0.00146683352464153	0.137313847652031	0.0961460280392486	-0.00486445663740095	0.045067930585127	0.0750741844653514	0.0597568975326358	0.00164350200263666	0.0756436042044015	0.0863507470197986	0.0617993698609475	0.0520494931100636	-0.347529879550118	0.247060172502834	-0.892504859920032	1.81527373128581	1.11343597313876	-0.0787136931710838	0.86586684888221	0.728524025956693	0.805091011534744	0.373093160632989	0.0708373106185313	0.266730781066422	0.937331577816808	0.387502186453895	0.88795702245678	0.999238560901743	0.978422536149926	0.336052076645172	0.543008325446501	0.974311295417788	0.908454166000486	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	transmembrane transport	BP	The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.
GO:0006355	-0.0576246914037896	0.0167889074991784	-0.00241541627935938	0.233970026366516	0.165462247251322	0.0325632991069957	0.0866945527875667	0.0827499333601223	0.0687949347445253	0.00186627234870658	0.0889868654486806	0.0990035114300006	0.0657587602115224	0.0588706640080968	-0.69637145389605	0.24404278543944	-1.29424640569389	2.6292647256066	1.67127655233027	0.495193324847537	1.47262739852303	0.486927983637418	0.807424089168188	0.196931101553524	0.00915790538244678	0.0960824411182948	0.620955651122033	0.142274257132572	0.74722135646748	0.999238560901743	0.905979601999911	0.113088081597715	0.303103768031999	0.80659775581734	0.740532436403886	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	regulation of transcription, DNA-templated	BP	Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.
GO:0003824	-0.0445755444359899	0.00210306235096542	-0.000663599823083314	0.083995697195527	0.0858441428365446	0.0456864972291932	0.0280407329445949	0.0692301273187395	0.0543655545526045	0.00150336658906017	0.0708547701793355	0.0746382808030141	0.0589066862951164	0.0477834165001744	-0.643874945235352	0.0386837284797764	-0.441409186496664	1.18546284156919	1.15013558609563	0.775574049443363	0.586829804111905	0.520324165510865	0.969177468019175	0.65934835159751	0.237107585164284	0.251331055353434	0.438829653722665	0.557916991707633	0.774503139305229	0.999238560901743	0.995269718578933	0.550659136435096	0.524331909053546	0.665545676146981	0.930821334005777	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	catalytic activity	MF	Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.
GO:0000166	-0.0221073871034766	-0.00521463445519383	-0.000655381990989365	0.0603237994978117	0.0510790727079679	0.0426448320871061	0.0140938629363131	0.0757324504070099	0.0567942720739192	0.00161115415825155	0.0759448786090753	0.0775221544414891	0.0639956927558349	0.0512729861438048	-0.291914324502437	-0.0918162037257357	-0.40677795332794	0.794310302454062	0.658896454516373	0.666370348545338	0.274878917658204	0.770625967213394	0.926927241107204	0.684564750285933	0.427866919610675	0.510648172545674	0.505869436138033	0.783666064401407	0.910872128752859	0.999238560901743	0.995269718578933	0.717406600996522	0.74303816376139	0.726073960198334	0.975425200849761	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	nucleotide binding	MF	Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.
GO:0016491	-0.111931777951065	0.00713244249390607	-0.000343187607575705	0.19596202856223	0.150620666140163	0.0227521769988375	0.0636355408296425	0.0795881332089194	0.0610816586338019	0.00175187329016727	0.078128098316102	0.0883559266314336	0.0571445726977027	0.0526184891317747	-1.40638777966111	0.116768972117582	-0.195897505545585	2.50821449370722	1.70470359921026	0.398151144102476	1.20937605544464	0.16101355110398	0.907149176306891	0.844870394557324	0.0128526900236566	0.0896550190952332	0.690903135330267	0.227810558454694	0.418011667250581	0.999238560901743	0.995269718578933	0.136296605505104	0.295232404985531	0.850377170501581	0.831111155130171	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	oxidoreductase activity	MF	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.
