Taxa,species_NC,species_SC,go_NC,go_SC,mtb_NC,mtb_SC,plasma_mtb_NC,plasma_mtb_SC
s__Collinsella_aerofaciens,0,1.32743362831858,0.0559910414333707,0.83986562150056,0,0.664545791888785,0.114678899082569,0.877085737759434
s__Blautia_wexlerae,0,0.884955752212389,0.279955207166853,0.671892497200448,0,0.0798722044728434,0,0.114678899082569
s__Faecalibacterium_prausnitzii,0,0,0.279955207166853,0.727883538633819,0,0.230565938690729,0.221288707184914,0.557256313452397
s__Prevotella_copri,0,0.884955752212389,0,1.62374020156775,0,0.584673587415942,0.106609808102345,0.221288707184914
s__Catenibacterium_mitsuokai,0.884955752212389,2.65486725663717,0.895856662933931,2.12765957446809,0,0.433979853198056,0,0.319829424307036
s__Dorea_longicatena,0,0,0,0.447928331466965,0,0.372208998180814,0.114678899082569,0.229357798165138
s__Mediterraneibacter_faecis,0,0.884955752212389,0,1.06382978723404,0,0.858909031668311,0,0.229357798165138
s__Fusicatenibacter_saccharivorans,0.442477876106195,0.442477876106195,0.895856662933931,0,0.150693734217886,0.0708215297450425,0,0.655797030574519
s__Holdemanella_biformis,0,5.75221238938053,0.167973124300112,1.67973124300112,0.159744408945687,0.611825611599345,0,0.32789851528726
s__Ruminococcus_bromii,0,0,0.111982082866741,0.727883538633819,0,0.381259672908615,0,0.565325404432621
s__Blautia_obeum,0.442477876106195,2.65486725663717,0.447928331466965,4.42329227323628,0,0.700748490799989,0,0.335967606267483
s__Extibacter_muris,0,0,0,0.167973124300112,0,0.0708215297450425,0.114678899082569,0.54111813149195
s__Gemmiger_formicilis,0,0.442477876106195,0.111982082866741,0.783874580067189,0,0.611825611599345,0,1.53288276833395
s__Holdemanella_porci,0,3.98230088495575,0,1.79171332586786,0,1.20554987374309,0,0.655797030574519
s__Bifidobacterium_adolescentis,0,0.442477876106195,0,0.111982082866741,0,0.150693734217886,0,0.106609808102345
s__Blautia_massiliensis,0,0.442477876106195,0.0559910414333707,0.279955207166853,0.0708215297450425,0.56657223796034,0,0.229357798165138
s__Coprococcus_comes,0,0,0,0.167973124300112,0,0.301387468435772,0,0
s__Anaerobutyricum_hallii,0,1.32743362831858,0,1.11982082866741,0,0.531953407126501,0,0
s__Anaerostipes_hadrus,0.442477876106195,0.884955752212389,0.559910414333707,0.895856662933931,0,0.504801382943099,0.114678899082569,0.557256313452397
s__Dorea_formicigenerans,0,0,0,0.615901455767077,0.221515263962928,0.99308528450796,0.221288707184914,0.573394495412844
s__Roseburia_faecis,0.442477876106195,0,0.111982082866741,0.167973124300112,0.0798722044728434,0.221515263962928,0.106609808102345,0.335967606267483
s__Subdoligranulum_sp._APC924_74,0,0.442477876106195,0.0559910414333707,0.0559910414333707,0,0.0708215297450425,0,1.3680776980106
s__Methanobrevibacter_smithii,0,0,0,0,0,0.150693734217886,0,0
s__Oliverpabstia_intestinalis,0,0.884955752212389,0,1.51175811870101,0,0.75346867108943,0,0.106609808102345
s__Bifidobacterium_longum,0,0.442477876106195,0.0559910414333707,0.559910414333707,0,0.363158323453013,0,2.6312572132783
s__Phocaeicola_vulgatus,0,2.65486725663717,0.167973124300112,1.11982082866741,0,0.541004081854302,0,0.671935212534966
s__Mogibacterium_kristiansenii,2.65486725663717,1.32743362831858,0.391937290033595,0.167973124300112,0.221515263962928,0,0,0.434508323389605
s__Cyclospora_cayetanensis,0,0.442477876106195,0,0.951847704367301,0,0.301387468435772,0.106609808102345,0.106609808102345
s__Eubacterium_coprostanoligenes,0,0.442477876106195,0.111982082866741,0.503919372900336,0.159744408945687,0.0798722044728434,0,0.114678899082569
s__Roseburia_inulinivorans,0,0.884955752212389,0.0559910414333707,2.68756998880179,0.141643059490085,0.230565938690729,0,0.114678899082569
s__Ruminococcus_torques,0,0,0.335946248600224,0.335946248600224,0.141643059490085,0.0798722044728434,0,0
s__Ruminococcus_callidus,0,1.76991150442478,0.0559910414333707,0.447928331466965,0,0.974983935052358,0.114678899082569,0.229357798165138
s__Paratractidigestivibacter_faecalis,0.884955752212389,0,1.28779395296753,0.0559910414333707,0,0.461131877381459,0,0.221288707184914
s__Bifidobacterium_catenulatum,0,0,0,0,0,0.372208998180814,0,0.221288707184914
s__Blautia_faecis,2.21238938053097,0.442477876106195,1.84770436730123,2.23964165733483,0.150693734217886,0.292336793707971,0.114678899082569,0.114678899082569
s__Blautia_glucerasea,0,0,0.111982082866741,0.559910414333707,0,0.221515263962928,0.106609808102345,0.32789851528726
s__Blautia_luti,0,0,0,0.223964165733483,0.230565938690729,0.0708215297450425,0,0.106609808102345
s__Slackia_isoflavoniconvertens,0,0.884955752212389,0,0.335946248600224,0.0798722044728434,2.0463575559558,0,2.44224487001428
s__Romboutsia_timonensis,0.442477876106195,0.442477876106195,0.111982082866741,0.895856662933931,0,1.43611581243382,0,0.877085737759434
s__Blautia_faecicola,0,0,0,0.223964165733483,0,0.602774936871544,0,0.335967606267483
s__Bacteroides_uniformis,0,0,0.167973124300112,0.111982082866741,0,0.789671370000634,0.442577414369828,1.30352497016882
s__Ruminococcus_gnavus,0.442477876106195,0.442477876106195,0.111982082866741,0.335946248600224,0.230565938690729,0.452081202653658,0,0.450646505350052
s__Anaerobutyricum_soehngenii,0,0.884955752212389,0,0.279955207166853,0,0.99308528450796,0,0.442577414369828
s__Oscillibacter_sp._ER4,0,4.86725663716814,0.279955207166853,9.91041433370661,0,0.99308528450796,0,0.213219616204691
s__Prevotella_stercorea,0.442477876106195,1.32743362831858,0,2.79955207166853,0.0708215297450425,0.230565938690729,0.106609808102345,0.32789851528726
s__Prevotella_hominis,0.442477876106195,0.442477876106195,0.0559910414333707,1.79171332586786,0,0.443030527925857,0,0
s__Roseburia_intestinalis,0,0,0,0.0559910414333707,0,0.301387468435772,0,0.549187222472174
s__Ellagibacter_isourolithinifaciens,0,0,0,0,0,1.0096027658862,0,1.12258171788502
s__Coprococcus_eutactus,0,2.65486725663717,0,0.783874580067189,0,0.390310347636416,0,0.557256313452397
