Taxa,name,cooccurrence_g1,cooccurrence_g2,cor_g1,cor_g2,diff_cor,p,sign
data1 - s__Abiotrophia_defectiva,data2 - HMDB0060503,85,45,-0.0083194832922374,-0.308195986579236,0.299876503286998,0.102058217587135,g2-
data1 - s__Abiotrophia_defectiva,data2 - HMDB0245980,85,45,0.0509647587025985,-0.308824933280954,0.359789691983553,0.0510227120044218,g2-
data1 - s__Abiotrophia_defectiva,data2 - HMDB0253411,85,45,-0.0294193897163061,-0.326121941289313,0.296702551573007,0.103364756606104,g2-
data1 - s__Abiotrophia_sp._HMSC24B09,data2 - HMDB0252816,94,47,-0.0330109087944805,-0.321027864029811,0.288016955235331,0.102562519927288,g2-
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0000205,136,73,0.114836784521876,0.408778992478452,0.293942207956576,0.0308537186202307,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0000883,136,73,-0.0241581321439484,0.301624166541142,0.32578229868509,0.0230960398453168,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0001161,136,73,0.0764078292871901,0.322359181046855,0.245951351759665,0.0809285574504479,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0001713,136,73,0.100325673482629,0.343133096934591,0.242807423451962,0.0818107307921556,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0012204,136,73,-0.143536180349265,-0.363434866530195,0.219898686180931,0.109535583291178,g2-
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0031604,136,73,0.0261741685112503,0.321894179219202,0.295720010707951,0.0372539547100461,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0038998,136,73,0.124118919742596,0.416100998091556,0.29198207834896,0.0311670385045006,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0247230,136,73,0.217885480216924,0.333250016124266,0.115364535907342,0.397094223556388,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0258433,136,73,-0.111147976033603,-0.388638030606057,0.277490054572455,0.0431693275919436,g2-
data1 - s__Actinomyces_graevenitzii,data2 - HMDB0001161,137,71,0.174210756999758,0.313756058738928,0.13954530173917,0.317931404562352,g2+
data1 - s__Actinomyces_graevenitzii,data2 - HMDB0013078,137,71,0.0226593179887559,-0.311240396816267,0.333899714805022,0.0206502708249767,g2-
data1 - s__Actinomyces_naeslundii,data2 - HMDB0253396,129,67,0.154552294706563,0.393386597802142,0.238834303095579,0.0902966348052126,g2+
data1 - s__Actinomyces_naeslundii,data2 - HMDB0256432,129,67,-0.0492771880853873,0.340524910067947,0.389802098153335,0.00848876654588127,g2+
data1 - s__Actinomyces_naeslundii,data2 - HMDB0304808,129,67,-0.0181024120895222,0.344209100640185,0.362311512729708,0.014055970342115,g2+
