Taxa,name,cooccurrence_g1,cooccurrence_g2,cor_g1,cor_g2,diff_cor,p,sign
data1 - s__Abiotrophia_defectiva,data2 - HMDB0060503,84,45,-0.0134494881663658,-0.365844521695543,0.352395033529178,0.0515637482841675,g2-
data1 - s__Abiotrophia_defectiva,data2 - HMDB0245980,84,45,0.0460870290796934,-0.312105331294725,0.358192360374418,0.052306714132704,g2-
data1 - s__Abiotrophia_defectiva,data2 - HMDB0253411,84,45,-0.0443963859811574,-0.303229063015797,0.258832677034639,0.157700506308311,g2-
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0000205,134,73,0.086281207443477,0.394197098897722,0.307915891454245,0.0256990066071974,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0001161,134,73,0.0571954831875426,0.311097854975381,0.253902371787838,0.0740094546238044,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0001713,134,73,0.089097642128396,0.336607116236895,0.247509474108499,0.0780013840489988,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0012204,134,73,-0.139434037864721,-0.359728466323018,0.220294428458297,0.110586647442352,g2-
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0029388,134,73,0.0254150204842506,-0.321865288242638,0.347280308726889,0.0152737500552409,g2-
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0031604,134,73,0.0125488782418468,0.330135689070834,0.317586810828987,0.0256240574445623,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0038998,134,73,0.0930092280105118,0.403818712273865,0.310809484263353,0.0236842253976299,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0247230,134,73,0.207638132689247,0.33674317851163,0.129105045822383,0.345335309201756,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0258433,134,73,-0.0917897490931987,-0.39989709125599,0.308107342162791,0.0251603768473532,g2-
data1 - s__Actinomyces_graevenitzii,data2 - HMDB0001161,135,71,0.141896964643549,0.317271898091294,0.175374933447745,0.213358056108784,g2+
data1 - s__Actinomyces_naeslundii,data2 - HMDB0253396,127,67,0.165609425176989,0.397280104342388,0.231670679165399,0.099865671437368,g2+
data1 - s__Actinomyces_naeslundii,data2 - HMDB0256432,127,67,-0.0397129175763282,0.306235635075032,0.34594855265136,0.0206809062080142,g2+
data1 - s__Actinomyces_naeslundii,data2 - HMDB0304808,127,67,-0.0122676074146117,0.372831367696716,0.385098975111327,0.00867290885684957,g2+
data1 - s__Actinomyces_oris,data2 - HMDB0000562,132,75,-0.0451952284592374,-0.302716599204353,0.257521370745116,0.0692317926214168,g2-
data1 - s__Actinomyces_oris,data2 - HMDB0040582,132,75,0.300046264939459,0.122538150931034,0.177508114008425,0.205089007336303,g1+
data1 - s__Actinomyces_oris,data2 - HMDB0258433,132,75,-0.0347493095076204,-0.332709508018755,0.297960198511135,0.0344445674136551,g2-
data1 - s__Actinomyces_sp._ICM47,data2 - HMDB0247230,136,75,0.304356031556231,0.380981269758604,0.076625238202373,0.552588248864533,g2+
data1 - s__Actinomyces_sp._ICM47,data2 - HMDB0252816,136,75,0.0459309197239652,-0.302265136583168,0.348196056307133,0.0144202856083808,g2-
data1 - s__Actinomyces_sp._ICM47,data2 - HMDB0252828,136,75,0.324131093638064,0.0864114463150653,0.237719647322999,0.0879855350573697,g1+
data1 - s__Actinomyces_sp._ICM58,data2 - HMDB0304808,131,71,0.176661270458518,0.327584678725604,0.150923408267086,0.2815698666511,g2+
data1 - s__Actinomyces_sp._oral_taxon_172,data2 - HMDB0246097,125,68,0.00395814839413962,0.355924831098197,0.351966682704058,0.0164814749498383,g2+
data1 - s__Actinomyces_sp._oral_taxon_181,data2 - HMDB0001046,94,54,0.367344251064871,0.269175127301473,0.0981691237633979,0.531781326952429,g1+
data1 - s__Actinomyces_sp._ph3,data2 - HMDB0033910,85,52,0.183647450565389,0.426088738274352,0.242441287708963,0.135768874921574,g2+
data1 - s__Actinomyces_sp._S6_Spd3,data2 - HMDB0000205,96,61,-0.0422839563037552,0.332385502322889,0.374669458626644,0.0204550558458927,g2+
data1 - s__Actinomyces_sp._S6_Spd3,data2 - HMDB0033910,96,61,0.0939373716521862,0.327311596047368,0.233374224395182,0.142133797939144,g2+
data1 - s__Actinomyces_sp._S6_Spd3,data2 - HMDB0038998,96,61,-0.0531160714295751,0.335247114511787,0.388363185941362,0.0163042811778131,g2+
data1 - s__Actinomyces_sp._S6_Spd3,data2 - HMDB0247230,96,61,0.303224669837752,0.0556007402685336,0.247623929569219,0.123932504982053,g1+
data1 - s__Aggregatibacter_segnis,data2 - HMDB0004827,126,61,0.0442320722438986,-0.338854691882319,0.383086764126218,0.0126750628259125,g2-
data1 - s__Aggregatibacter_sp._2125159857,data2 - HMDB0004827,109,50,0.126145242861361,-0.31591538741546,0.442060630276821,0.00959103762060742,g2-
data1 - s__Aggregatibacter_sp._2125159857,data2 - HMDB0014583,109,50,0.029209794949969,0.315764101155271,0.286554306205302,0.0893440110955808,g2+
data1 - s__Aggregatibacter_sp._2125159857,data2 - HMDB0247415,109,50,0.145907452039791,0.353128198065009,0.207220746025218,0.205109736469677,g2+
data1 - s__Aggregatibacter_sp._2125159857,data2 - HMDB0256432,109,50,-0.0389774825021496,0.318637506633839,0.357614989135988,0.0351732858550562,g2+
data1 - s__Aggregatibacter_sp._oral_taxon_458,data2 - HMDB0014583,112,49,0.0592702460063318,0.312845064666806,0.253574818660474,0.132699051238062,g2+
data1 - s__Alloprevotella_rava,data2 - HMDB0011475,89,53,0.255932051080779,0.314334192487403,0.058402141406624,0.720639722097204,g2+
data1 - s__Alloprevotella_rava,data2 - HMDB0011504,89,53,0.180697470226856,0.36709073784817,0.186393267621314,0.255194793965,g2+
data1 - s__Alloprevotella_rava,data2 - HMDB0302405,89,53,-0.0168961698758825,-0.420951431516049,0.404055261640166,0.0151473641011852,g2-
data1 - s__Alloprevotella_sp._oral_taxon_473,data2 - HMDB0013622,104,57,0.37021062149793,-0.000999003828812574,0.371209625326743,0.0208080411409901,g1+
data1 - s__Alloprevotella_tannerae,data2 - HMDB0010382,116,64,0.0122734454153559,0.350753106807143,0.338479661391787,0.0258626698232649,g2+
data1 - s__Alloprevotella_tannerae,data2 - HMDB0011152,116,64,0.0216159915851637,0.303313605831464,0.2816976142463,0.0665057578253998,g2+
data1 - s__Alloprevotella_tannerae,data2 - HMDB0011475,116,64,0.119560901222005,0.345462144316845,0.225901243094839,0.130663745029339,g2+
data1 - s__Campylobacter_concisus,data2 - HMDB0000034,119,65,0.189211463330369,0.370621349519538,0.181409886189169,0.209048010647092,g2+
data1 - s__Campylobacter_concisus,data2 - HMDB0000070,119,65,-0.0210136711773386,-0.314588941155099,0.29357526997776,0.0528356840000903,g2-
data1 - s__Campylobacter_concisus,data2 - HMDB0029106,119,65,-0.144928656066574,-0.340157138729913,0.195228482663339,0.185457443933039,g2-
data1 - s__Campylobacter_concisus,data2 - HMDB0060503,119,65,-0.139920630254618,-0.323725114747944,0.183804484493326,0.21525585970688,g2-
data1 - s__Candidatus_Nanosynbacter_sp._HMT_352,data2 - HMDB0001847,96,57,-0.0196082263953983,-0.340425482660793,0.320817256265395,0.0502491700206669,g2-
data1 - s__Candidatus_Nanosynbacter_sp._HMT_352,data2 - HMDB0254033,96,57,0.0604037675710019,0.320336809000831,0.259933041429829,0.112475767269316,g2+
data1 - s__Candidatus_Nanosynbacter_sp._TM7_008,data2 - HMDB0254033,89,54,-0.0420023876969931,0.371134042489743,0.413136430186736,0.0145662441101222,g2+
data1 - s__Candidatus_Nanosynbacter_sp._TM7_053,data2 - HMDB0011504,92,55,-0.122628808321973,0.300307845091725,0.422936653413697,0.0130897682701898,g2+
data1 - s__Candidatus_Nanosynbacter_sp._TM7_053,data2 - HMDB0254033,92,55,-0.0339715390511574,0.359987408749292,0.393958947800449,0.0185806425002035,g2+
data1 - s__Candidatus_Nanosynbacter_sp._TM7_075,data2 - HMDB0031502,94,50,0.00222594719581012,0.326604251675844,0.324378304480034,0.0607950013357776,g2+
data1 - s__Candidatus_Nanosynbacter_sp._TM7_087,data2 - HMDB0245980,89,54,0.130940741245474,0.365948413992968,0.235007672747494,0.153845461249986,g2+
data1 - s__Candidatus_Nanosynbacter_sp._TM7_087,data2 - HMDB0254033,89,54,0.0701349358930983,0.336051184544264,0.265916248651166,0.113924873620162,g2+
data1 - s__Fusobacterium_nucleatum,data2 - HMDB0000162,132,71,-0.0735113173490598,-0.304340539111678,0.230829221762619,0.108306107799793,g2-
data1 - s__Fusobacterium_nucleatum,data2 - HMDB0000177,132,71,-0.113953639916834,-0.331940284361243,0.21798664444441,0.123929872466629,g2-
data1 - s__Fusobacterium_nucleatum,data2 - HMDB0246022,132,71,-0.182303259822169,-0.314908948598858,0.132605688776689,0.344644207700315,g2-
data1 - s__Fusobacterium_periodonticum,data2 - HMDB0001713,111,55,0.0558864579784554,0.301901704467083,0.246015246488628,0.129848545184859,g2+
data1 - s__Fusobacterium_periodonticum,data2 - HMDB0038918,111,55,-0.0422616001050194,-0.310971274586833,0.268709674481814,0.0979410323208196,g2-
data1 - s__Fusobacterium_periodonticum,data2 - HMDB0303759,111,55,-0.316871842083591,-0.17240766736596,0.144464174717632,0.361511367970931,g1-
data1 - s__Fusobacterium_pseudoperiodonticum,data2 - HMDB0000904,117,60,0.0361087849194878,-0.332437743957,0.368546528876488,0.0186276122983402,g2-
data1 - s__Fusobacterium_pseudoperiodonticum,data2 - HMDB0001046,117,60,-0.216784976575192,-0.320397207430608,0.103612230855416,0.490671704891643,g2-
data1 - s__Fusobacterium_pseudoperiodonticum,data2 - HMDB0013078,117,60,0.0666979889692224,0.34591107624373,0.279213087274508,0.0699393540621818,g2+
data1 - s__Fusobacterium_pseudoperiodonticum,data2 - HMDB0015680,117,60,0.177329619297354,0.303373020838872,0.126043401541518,0.40876487134103,g2+
data1 - s__Fusobacterium_pseudoperiodonticum,data2 - HMDB0029619,117,60,-0.00296282747980972,-0.322723732868826,0.319760905389016,0.0408676910862933,g2-
data1 - s__Fusobacterium_pseudoperiodonticum,data2 - HMDB0033910,117,60,-0.15714264722311,-0.311644398682958,0.154501751459848,0.312299259205592,g2-
