Taxa,name,cooccurrence_g1,cooccurrence_g2,cor_g1,cor_g2,diff_cor,p,sign
s__Absicoccus_porci,s__Catenibacterium_mitsuokai,90,64,0.309328416822329,-0.0113091954504219,0.320637612272751,0.0473948475433588,g1+
s__Absicoccus_porci,s__Collinsella_tanakaei,92,65,0.260757152943691,0.346611517384906,0.0858543644412144,0.567139870819867,g2+
s__Absicoccus_porci,s__Dorea_sp._AF36_15AT,92,65,-0.314985173191336,0.0775893470104211,0.392574520201757,0.014642597752522,g1-
s__Absicoccus_porci,s__Dorea_sp._AM58_8,92,65,-0.320898279564624,0.0408459277674387,0.361744207332063,0.0239493423901127,g1-
s__Absicoccus_porci,s__Extibacter_muris,92,65,0.0308251129624321,-0.300507651346655,0.331332764309087,0.0393178787066548,g2-
s__Absicoccus_porci,s__Faecalibacterium_sp._Marseille_Q4896,92,63,-0.11861696205347,-0.313775628331059,0.19515866627759,0.218496049312896,g2-
s__Absicoccus_porci,s__Olsenella_uli,91,65,0.422640957971689,0.250328929172747,0.172312028798942,0.239239051564348,g1+
s__Absicoccus_porci,s__Paratractidigestivibacter_faecalis,88,64,0.399317702028376,0.265418789316998,0.133898912711378,0.368486657517465,g1+
s__Absicoccus_porci,s__Parolsenella_catena,85,65,0.383720454775292,0.189736930398646,0.193983524376647,0.207036183746893,g1+
s__Absicoccus_porci,s__Roseburia_inulinivorans,92,65,0.0344945176172046,-0.333798815890251,0.368293333507456,0.0210638619869945,g2-
s__Absicoccus_porci,s__Schaalia_odontolytica,86,61,0.337472424801672,0.233692290257015,0.103780134544657,0.508533645197441,g1+
s__Adlercreutzia_equolifaciens,s__Akkermansia_muciniphila,126,65,0.360115793649779,0.0349871343123603,0.325128659337419,0.028099705019385,g1+
s__Adlercreutzia_equolifaciens,s__Anaerobutyricum_hallii,147,82,0.095652980845059,0.311228957555611,0.215575976710552,0.106552404394581,g2+
s__Adlercreutzia_equolifaciens,s__Anaerobutyricum_soehngenii,147,82,0.0625455945850664,-0.303968542546123,0.366514137131189,0.00716233992424531,g2-
