var1	var2	cor	p	num_obs	adjp
cd163	gut s__Collinsella_aerofaciens	-0.0306335204490778	0.779098683328659	86	0.999036541207206
cd163	gut s__Blautia_wexlerae	-0.0270673144959668	0.804273350955399	86	0.999869556253588
cd163	gut s__Faecalibacterium_prausnitzii	-0.0279352799660361	0.798126641659521	86	0.999869556253588
cd163	gut s__Prevotella_copri	-0.0660131816464464	0.552507822134624	83	0.989646626934512
cd163	gut s__Catenibacterium_mitsuokai	-0.0868351454598883	0.434291970073815	83	0.989646626934512
cd163	gut s__Dorea_longicatena	-0.00283975659229209	0.979321856604417	86	0.999869556253588
cd163	gut s__Mediterraneibacter_faecis	-0.115241284966272	0.290098805465135	86	0.989646626934512
cd163	gut s__Fusicatenibacter_saccharivorans	-0.327779612245861	0.0021668652987665	86	0.788443882338899
cd163	gut s__Holdemanella_biformis	0.0316087880935507	0.774915197574764	84	0.999036541207206
cd163	gut s__Ruminococcus_bromii	0.0804471909052314	0.460806906108455	86	0.989646626934512
cd163	gut s__Blautia_obeum	-0.144997405537997	0.182513118658965	86	0.989646626934512
cd163	gut s__Extibacter_muris	0.0966177649889146	0.37547523893467	86	0.989646626934512
cd163	gut s__Gemmiger_formicilis	-0.226605028539082	0.0361066082381088	86	0.989646626934512
cd163	gut s__Holdemanella_porci	-0.0371772805507745	0.736593534047696	84	0.994592994695749
cd163	gut s__Bifidobacterium_adolescentis	0.124632591518113	0.31044818154859	68	0.989646626934512
cd163	gut s__Blautia_massiliensis	0.0346903155809236	0.750737664764191	86	0.996285460775429
cd163	gut s__Coprococcus_comes	-0.047898485777631	0.66085001420805	86	0.989646626934512
cd163	gut s__Anaerobutyricum_hallii	-0.0332374168592858	0.760858922706951	86	0.999036541207206
cd163	gut s__Anaerostipes_hadrus	-0.0954101608566442	0.381493758522438	86	0.989646626934512
cd163	gut s__Dorea_formicigenerans	-0.174678050851455	0.107640751862647	86	0.989646626934512
cd163	gut s__Roseburia_faecis	0.0283881315156375	0.794924531459778	86	0.999869556253588
cd163	gut s__Subdoligranulum_sp._APC924_74	-0.136056282978308	0.213953392138014	85	0.989646626934512
cd163	gut s__Methanobrevibacter_smithii	-0.0947330447330447	0.490397802561599	55	0.989646626934512
cd163	gut s__Oliverpabstia_intestinalis	0.078483486417823	0.474506473851767	85	0.989646626934512
cd163	gut s__Bifidobacterium_longum	-0.020549095336048	0.853460394739078	83	0.999869556253588
cd163	gut s__Phocaeicola_vulgatus	0.161413274211048	0.137431280975223	86	0.989646626934512
cd163	gut s__Mogibacterium_kristiansenii	-0.1059633491951	0.33671474268372	84	0.989646626934512
cd163	gut s__Cyclospora_cayetanensis	0.0284824755884712	0.794257852049021	86	0.999869556253588
cd163	gut s__Eubacterium_coprostanoligenes	0.00923554846563956	0.933886295158316	83	0.999869556253588
cd163	gut s__Roseburia_inulinivorans	0.0405019104674749	0.710689777083918	86	0.991466734405916
cd163	gut s__Ruminococcus_torques	0.0599745271003349	0.582655176602971	86	0.989646626934512
cd163	gut s__Ruminococcus_callidus	0.155714892211897	0.152005607908949	86	0.989646626934512
cd163	gut s__Paratractidigestivibacter_faecalis	0.117768307641725	0.303793507174373	78	0.989646626934512
cd163	gut s__Bifidobacterium_catenulatum	0.107773232028054	0.41550206266922	59	0.989646626934512
cd163	gut s__Blautia_faecis	-0.148676824378508	0.171572028258532	86	0.989646626934512
cd163	gut s__Blautia_glucerasea	-0.186471059955658	0.085626139447423	86	0.989646626934512
cd163	gut s__Blautia_luti	-0.126053115713005	0.24697007597592	86	0.989646626934512
cd163	gut s__Slackia_isoflavoniconvertens	-0.152261899146186	0.161384822668329	86	0.989646626934512
cd163	gut s__Romboutsia_timonensis	-0.0134791524265208	0.907865827807251	76	0.999869556253588
cd163	gut s__Blautia_faecicola	-0.122071795839426	0.262305056332359	86	0.989646626934512
cd163	gut s__Bacteroides_uniformis	0.122475966584106	0.269427373391123	83	0.989646626934512
cd163	gut s__Ruminococcus_gnavus	-0.0806736166800321	0.459542759296163	86	0.989646626934512
cd163	gut s__Anaerobutyricum_soehngenii	-0.0161988773055333	0.882134114154717	86	0.999869556253588
cd163	gut s__Oscillibacter_sp._ER4	0.0945044577574414	0.386045744150371	86	0.989646626934512
cd163	gut s__Prevotella_stercorea	-0.027972027972028	0.808822983506499	77	0.999869556253588
cd163	gut s__Prevotella_hominis	-0.0159495787510451	0.894047135095579	72	0.999869556253588
cd163	gut s__Roseburia_intestinalis	0.141148167366385	0.194496330847391	86	0.989646626934512
cd163	gut s__Ellagibacter_isourolithinifaciens	-0.115977168734374	0.287013848230387	86	0.989646626934512
cd163	gut s__Coprococcus_eutactus	0.0955799801877447	0.380643893147787	86	0.989646626934512
cd163	gut s__Akkermansia_muciniphila	0.2444212503914	0.0481831056553516	66	0.989646626934512
cd163	gut s__Blautia_sp._BIOML_A1	-0.137015896976272	0.207983492033526	86	0.989646626934512
cd163	gut s__Vescimonas_coprocola	0.0241992546818246	0.82466730026642	86	0.999869556253588
cd163	gut s__Eubacterium_ramulus	-0.00172649653285532	0.987454383985917	86	0.999869556253588
cd163	gut s__Faecalibacterium_sp._HTFF	-0.0450263826460817	0.681852217346696	85	0.990175851017962
cd163	gut s__Coprococcus_catus	-0.328251332610029	0.00213366592800265	86	0.788443882338899
cd163	gut s__Evtepia_gabavorous	-0.158413132694938	0.147386549634469	85	0.989646626934512
cd163	gut s__Dialister_succinatiphilus	0.080316220123658	0.547976907217107	58	0.989646626934512
cd163	gut s__Blautia_stercoris	0.0328411717533846	0.763626369580129	86	0.999036541207206
cd163	gut s__Lentihominibacter_faecis	-0.0629665819816299	0.566295453253916	85	0.989646626934512
cd163	gut s__Parolsenella_catena	0.0676294026279333	0.542805014004163	83	0.989646626934512
cd163	gut s__Senegalimassilia_anaerobia	-0.184913034981434	0.090230327816731	85	0.989646626934512
cd163	gut s__Collinsella_bouchesdurhonensis	-0.165009618305153	0.13344922174773	84	0.989646626934512
cd163	gut s__Escherichia_coli	-0.0333299584894199	0.76300760936666	84	0.999036541207206
cd163	gut s__Lachnospira_eligens	0.148129628756073	0.173167776534584	86	0.989646626934512
cd163	gut s__Anthropogastromicrobium_aceti	-0.00942497287607906	0.931287120630021	86	0.999869556253588
cd163	gut s__Ruminococcus_bicirculans	0.0197833350207553	0.858002937676043	84	0.999869556253588
cd163	gut s__Veillonella_parvula	0.0952902091068986	0.384949302710669	85	0.989646626934512
cd163	gut s__Ruminococcus_flavefaciens	-0.0142365205905939	0.896335811818325	86	0.999869556253588
cd163	gut s__Prevotella_sp._885	0.26052079476737	0.0262829547499188	73	0.989646626934512
cd163	gut s__Phascolarctobacterium_succinatutens	0.236016096579477	0.0477545440891656	71	0.989646626934512
cd163	gut s__Oscillibacter_valericigenes	-0.00285862540685881	0.979184033072876	86	0.999869556253588
cd163	gut s__Lachnoclostridium_sp._210928_DFI_6_3	-0.0421266949330423	0.704799154884476	83	0.990175851017962
cd163	gut s__Ruminococcus_lactaris	-0.168904193594037	0.119920398097308	86	0.989646626934512
cd163	gut s__Ruminococcus_sp._NSJ_71	-0.0468588842006564	0.679204596656966	80	0.990175851017962
cd163	gut s__Ruthenibacterium_lactatiformans	0.19879239586773	0.0666214365251194	86	0.989646626934512
cd163	gut s__Butyrivibrio_crossotus	-0.186750048856752	0.0870362849013416	85	0.989646626934512
cd163	gut s__Flavonifractor_plautii	0.15984716260201	0.141326506569512	86	0.989646626934512
cd163	gut s__Prevotellamassilia_timonensis	0.0794156241798618	0.512564978658022	70	0.989646626934512
cd163	gut s__Roseburia_sp._BX1005	0.0902481923001759	0.410683243182648	85	0.989646626934512
cd163	gut s__Olsenella_uli	0.0463501063075833	0.67489200307232	84	0.989646626934512
cd163	gut s__Gallintestinimicrobium_propionicum	-0.0232180763243549	0.831671807746744	86	0.999869556253588
cd163	gut s__Roseburia_hominis	0.0503325628567385	0.644755077440444	86	0.989646626934512
cd163	gut s__Ruminococcus_sp._BSD2780120874_150323_B10	-0.144360902255639	0.212956059469561	76	0.989646626934512
cd163	gut s__Vescimonas_fastidiosa	0.0743336949856125	0.49565418210631	86	0.989646626934512
cd163	gut s__Faecalicatena_fissicatena	-0.147620170762772	0.17466328540477	86	0.989646626934512
cd163	gut s__Simiaoa_sunii	0.0937267930427985	0.392822813889809	85	0.989646626934512
cd163	gut s__Ruminococcus_sp._FMBCY1	0.124119474607032	0.352290756025495	58	0.989646626934512
cd163	gut s__Collinsella_sp._AM34_10	0.118676603432701	0.29068905377973	81	0.989646626934512
cd163	gut s__Senegalimassilia_faecalis	-0.170431893687708	0.118773402284407	85	0.989646626934512
cd163	gut s__Mediterraneibacter_sp._NSJ_151	-0.0272620676177448	0.804050092960752	85	0.999869556253588
cd163	gut s__Agathobaculum_butyriciproducens	-0.0305580451908109	0.77962921952087	86	0.999036541207206
cd163	gut s__Anaerotardibacter_sp._CLA_AA_M13	-0.0760959805608991	0.490722859044338	84	0.989646626934512
cd163	gut s__Phascolarctobacterium_sp._Marseille_Q4147	0.180985915492958	0.130751118548254	71	0.989646626934512
cd163	gut s__Eggerthella_lenta	-0.0485588942874664	0.656467456917868	86	0.989646626934512
cd163	gut s__Eubacterium_ventriosum	-0.212995896032832	0.0504931186456395	85	0.989646626934512
cd163	gut s__Alistipes_putredinis	-0.0250576036866359	0.845140573086425	63	0.999869556253588
cd163	gut s__Absicoccus_porci	0.291407413062564	0.0161992297150635	68	0.989646626934512
cd163	gut s__Oscillibacter_sp._MSJ_31	-0.0052374438147352	0.962045302385297	85	0.999869556253588
cd163	gut s__Bacteroides_caccae	0.16305672761369	0.148177669605079	80	0.989646626934512
cd163	gut s__Intestinibacter_bartlettii	0.0486355749513644	0.673839977005762	77	0.989646626934512
cd163	gut s__Bacteroides_ovatus	0.205963972736125	0.0687058664394606	79	0.989646626934512
cd163	gut s__Blautia_schinkii	-0.187376763054861	0.0840961036710214	86	0.989646626934512
cd163	gut s__Faecalibacillus_intestinalis	-0.0486613249951143	0.657717728226058	85	0.989646626934512
cd163	gut s__Holdemanella_sp._MSK_7_32	0.00541332812194645	0.960769320921171	85	0.999869556253588
cd163	gut s__Pseudoflavonifractor_sp._MSJ_30	-0.0266899382046323	0.806949585380913	86	0.999869556253588
cd163	gut s__Blautia_sp._MSK_20_85	-0.0512301306064595	0.642893977006974	84	0.989646626934512
cd163	gut s__Bacteroides_fragilis	0.280611521717121	0.00993132816517006	84	0.982045100472405
cd163	gut s__Ruminococcus_sp._AF37_3AC	0.064377055169894	0.598422919506964	69	0.989646626934512
cd163	gut s__Blautia_sp._MCC270	-0.128845700268881	0.23659062678595	86	0.989646626934512
cd163	gut s__Klebsiella_pneumoniae	0.074281805745554	0.49853784271081	85	0.989646626934512
cd163	gut s__Parabacteroides_merdae	0.00913059905125729	0.934636771037442	83	0.999869556253588
cd163	gut s__Brachyspira_aalborgi	-0.0567804288734521	0.7168237258055	43	0.991466734405916
cd163	gut s__Roseburia_sp._CLA_AA_H209	0.00693765878444401	0.949715311235176	85	0.999869556253588
cd163	gut s__Desulfovibrio_piger	0.0882389238553622	0.457024993306249	73	0.989646626934512
cd163	gut s__Bacteroides_stercoris	0.120274462379726	0.29676905698075	77	0.989646626934512
cd163	gut s__Blautia_sp._OF03_15BH	-0.31015613944054	0.00379558402284439	86	0.788443882338899
