Taxa,name,cooccurrence_g1,cooccurrence_g2,cor_g1,cor_g2,diff_cor,p,sign
data1 - s__Absicoccus_porci,data2 - HMDB0038665,92,65,0.0438992583433732,0.310752217206201,0.266852958862828,0.0935012978481651,g2+
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0010341,147,82,0.09078741639708,-0.339698250946615,0.430485667343695,0.00148883467011141,g2-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0029233,147,82,-0.321432672023442,-0.18102991208317,0.140402759940272,0.283378458582247,g1-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0030060,147,82,-0.306531569587454,-0.179573312294638,0.126958257292816,0.334323746094396,g1-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0030580,147,82,-0.310957222046958,-0.197090741617043,0.113866480429915,0.383939293068802,g1-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0032611,147,82,0.00505239976903016,-0.303076466926089,0.308128866695119,0.0231493337951065,g2-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0033608,147,82,0.0318560776037867,-0.385716482300112,0.417572559903899,0.00173134851807522,g2-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0033724,147,82,-0.0475037022687226,-0.327294504665878,0.279790802397155,0.0368521533441171,g2-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0033970,147,82,-0.31818937046175,-0.178045858695679,0.140143511766072,0.285078773690276,g1-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0034496,147,82,-0.032964621455621,-0.303639904988758,0.270675283533137,0.045094065607064,g2-
data1 - s__Agathobaculum_butyriciproducens,data2 - HMDB0303805,149,82,0.100245197232413,-0.302499013820666,0.402744211053079,0.00311741683985778,g2-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0000107,127,65,-0.102512431024099,0.305346637572435,0.407859068596534,0.00716321783074347,g2+
data1 - s__Akkermansia_muciniphila,data2 - HMDB0000826,127,65,-0.331741968148075,-0.0953179949828736,0.236423973165202,0.109160403578846,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0000910,127,65,-0.315527502131612,-0.0734066680443343,0.242120834087278,0.103648016882399,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0029233,127,65,-0.335972571149922,-0.159459577715151,0.176512993434771,0.225031029438404,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0030060,127,65,-0.349548050310835,-0.150853083527554,0.198694966783281,0.171044488533364,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0030580,127,65,-0.336218019968877,-0.147645490281111,0.188572529687766,0.19607107643013,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0030928,127,65,-0.314940552451838,-0.167976899274239,0.146963653177599,0.314537874618751,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0030930,127,65,-0.307189701996792,-0.126519560299557,0.180670141697235,0.221307040509291,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0033970,127,65,-0.353080379080502,-0.157459552583716,0.195620826496785,0.176613802014074,g1-
data1 - s__Akkermansia_muciniphila,data2 - HMDB0059633,127,65,-0.309714244437973,-0.144563230618815,0.165151013819158,0.261514806828645,g1-
data1 - s__Alistipes_ihumii,data2 - HMDB0001091,106,61,-0.0547834084524863,0.343666817194252,0.398450225646738,0.0118605120833735,g2+
data1 - s__Alistipes_ihumii,data2 - HMDB0255228,106,61,0.0848528144956293,0.337976165484402,0.253123350988773,0.104187725587525,g2+
data1 - s__Alistipes_indistinctus,data2 - HMDB0002350,97,44,-0.0242483426741642,-0.329587587883008,0.305339245208843,0.089189346036453,g2-
data1 - s__Alistipes_indistinctus,data2 - HMDB0011563,97,44,-0.030092797790752,-0.308120716379852,0.2780279185891,0.123377202572495,g2-
data1 - s__Alistipes_indistinctus,data2 - HMDB0031923,97,44,-0.0274788620654137,-0.304301664379268,0.276822802313854,0.125469861306885,g2-
data1 - s__Alistipes_indistinctus,data2 - HMDB0032572,97,44,-0.00972876180096657,0.308151211866073,0.317879973667039,0.0794732691594828,g2+
