Taxa,name,cooccurrence_g1,cooccurrence_g2,cor_g1,cor_g2,diff_cor,p,sign
data1 - s__Abiotrophia_defectiva,data2 - HMDB0000625,85,45,0.201622388988119,-0.309629428714256,0.511251817702375,0.00570121623099085,g2-
data1 - s__Abiotrophia_sp._HMSC24B09,data2 - HMDB0304953,94,47,0.0786346013161773,0.300520243198272,0.221885641882095,0.2078010463828,g2+
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0000626,136,73,-0.0743838340892638,-0.309316974941148,0.234933140851884,0.0967142899229396,g2-
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0001311,136,73,0.0095963209845324,-0.320776947862935,0.330373268847467,0.0205136196118876,g2-
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0029952,136,73,-0.02916144695897,-0.332564286380073,0.303402839421103,0.0320609045339857,g2-
data1 - s__Actinomyces_bouchesdurhonensis,data2 - HMDB0304067,136,73,0.317941350010143,0.176008999366704,0.14193235064344,0.304918917912828,g1+
data1 - s__Actinomyces_graevenitzii,data2 - HMDB0034679,137,71,0.344089682460175,0.130136138527558,0.213953543932617,0.125946376863623,g1+
data1 - s__Actinomyces_graevenitzii,data2 - HMDB0248874,137,71,-0.0749030062305727,0.314757393356461,0.389660399587033,0.00709593493693794,g2+
data1 - s__Actinomyces_graevenitzii,data2 - HMDB0304067,137,71,0.304909981492265,0.105343976582893,0.199566004909372,0.160029910693006,g1+
data1 - s__Actinomyces_naeslundii,data2 - HMDB0028873,129,67,0.0360028680669445,-0.32224196695304,0.358244835019984,0.0158853881884793,g2-
data1 - s__Actinomyces_naeslundii,data2 - HMDB0028990,129,67,-0.310469916072415,-0.36645122054625,0.0559813044738351,0.680285550652283,g2-
data1 - s__Actinomyces_naeslundii,data2 - HMDB0031936,129,67,0.0985777044478063,0.376681247668996,0.27810354322119,0.0527749979555057,g2+
data1 - s__Actinomyces_naeslundii,data2 - HMDB0241231,129,67,0.109446023143921,0.330822149130515,0.221376125986594,0.127615090675395,g2+
data1 - s__Actinomyces_naeslundii,data2 - HMDB0248539,129,67,-0.19258258923698,-0.319790093613018,0.127207504376038,0.374226957844635,g2-
data1 - s__Actinomyces_naeslundii,data2 - HMDB0280068,129,67,-0.126229338354232,-0.313532247653068,0.187302909298836,0.198093597200138,g2-
data1 - s__Actinomyces_naeslundii,data2 - HMDB0304338,129,67,-0.0889981398929515,-0.314434788849744,0.225436648956793,0.123816722680843,g2-
data1 - s__Actinomyces_oris,data2 - HMDB0000243,134,75,-0.137751112219061,-0.306195311541514,0.168444199322453,0.225767505981472,g2-
data1 - s__Actinomyces_oris,data2 - HMDB0000617,134,75,-0.0618992969517644,-0.364845599721644,0.30294630276988,0.0289216572669284,g2-
data1 - s__Actinomyces_oris,data2 - HMDB0031936,134,75,0.184733852962502,0.368822962381966,0.184089109419464,0.172407853926436,g2+
