Taxa,name,cooccurrence_g1,cooccurrence_g2,cor_g1,cor_g2,diff_cor,p,sign
data1 - s__Absicoccus_porci,data2 - HMDB0010321,92,65,0.109249007136033,0.419842156317556,0.310593149181522,0.0411404475911097,g2+
data1 - s__Absicoccus_porci,data2 - HMDB0028832,92,65,-0.0282782088635966,-0.324384162176058,0.296105953312461,0.0624035355857144,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0029135,92,65,-0.117816265347744,-0.312762288872297,0.194946023524553,0.214722905202051,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0115815,92,65,0.0892929645312077,0.314004167235776,0.224711202704568,0.154644847013925,g2+
data1 - s__Absicoccus_porci,data2 - HMDB0242602,92,65,0.167613918030572,0.330952266425647,0.163338348395075,0.290970159998344,g2+
data1 - s__Absicoccus_porci,data2 - HMDB0296920,92,65,0.0513333469112308,0.344233789178863,0.292900442267632,0.0630387357377036,g2+
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0000152,147,82,0.0950162020953678,-0.336587096337534,0.431603298432902,0.00146146823112492,g2-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0240662,147,82,-0.371731651801722,-0.141730155651457,0.230001496150265,0.0768184935666545,g1-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0244060,147,82,-0.0101373910603994,0.338513295325192,0.348650686385591,0.00961244337508282,g2+
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0252122,147,82,0.0903347689028088,0.306553558789723,0.216218789886914,0.106248960828438,g2+
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0302502,147,82,-0.0169265400556542,0.333070859242009,0.349997399297663,0.00948236574673156,g2+
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0304915,147,82,0.00908282647448036,-0.345165751043686,0.354248577518166,0.00839549028176201,g2-
data1 - s__Agathobaculum_butyriciproducens,data2 - HMDB0000933,149,82,-0.0579951201711397,0.366081874735869,0.424076994907009,0.00155473841900977,g2+
data1 - s__Agathobaculum_butyriciproducens,data2 - HMDB0304944,149,82,-0.0424996894403245,-0.320042794116963,0.277543104676638,0.0384162801508041,g2-
data1 - s__Agathobaculum_sp._M2,data2 - HMDB0000156,141,79,0.0206893033056624,0.314278078045674,0.293588774740012,0.0329776983929917,g2+
data1 - s__Agathobaculum_sp._M2,data2 - HMDB0000413,141,79,0.145707953552222,0.303892149287051,0.158184195734829,0.242218430241791,g2+
data1 - s__Agathobaculum_sp._M2,data2 - HMDB0001870,141,79,-0.148728531425492,-0.366363595462456,0.217635064036965,0.100840626247882,g2-
data1 - s__Agathobaculum_sp._M2,data2 - HMDB0002428,141,79,-0.0956770505240455,-0.30090179323265,0.205224742708604,0.133116452302776,g2-
data1 - s__Agathobaculum_sp._M2,data2 - HMDB0041273,141,79,-0.152190928920423,-0.303354480585592,0.151163551665169,0.263183473532447,g2-
data1 - s__Agathobaculum_sp._M2,data2 - HMDB0247339,141,79,0.0980619220437628,-0.301728752435652,0.399790674479415,0.00411950199415756,g2-
data1 - s__Agathobaculum_sp._M2,data2 - HMDB0255516,141,79,0.0288008569551447,0.340734872214174,0.311934015259029,0.0224290866416539,g2+
data1 - s__Agathobaculum_sp._M2,data2 - HMDB0304928,141,79,0.358561094923902,0.187378120550781,0.171182974373121,0.193796212191511,g1+
